,job_title,company_name,location,salary,job_desc
8,Systems Engineer,Finite IT,Canberra ACT,$100 - $130 an hour,"The role is broad, requiring the successful candidate to exhibit a range of skills and experience supporting modern, large and complex federal government…"
9,Cyber Security Assessor,Peoplebank,Canberra ACT,,"Provide architecture and other cloud-based design documentation.
Providing business and functional requirements to meet the security needs of cloud-based…"
0,Security Threat Analyst,Finite IT,Canberra ACT,$90 - $110 an hour,"Experience with the administration of emerging technologies such as cloud-based services, mobility and virtualisation."
1,Business Analyst,Hudson,Canberra ACT,,"A good foundation in the technical skills and knowledge base required for implementing ICT projects using cloud service models (IaaS, PaaS, SaaS) as well as…"
2,Security Engineer,Michael Page,Canberra ACT,,"Ideally Experience managing, securing and monitoring cloud-based services.
This specialised Security company provides industry leading solutions in areas such…"
3,I.T Project Manager - Defence Procurement,Bluefin Resources,Canberra ACT,$115 an hour,"Leading information and technology based firm specialising in cloud computing, cyber-security and data centers, my client is managing a large scale defence…"
5,Senior API Test Analyst,HiTech Personnel,Canberra ACT,,"Initial 12 Month Contract + Extensions.
One of Australia’s most reputable and innovative Government Departments is looking to engage enthusiastic and…"
6,Solution Architect,Ignite Specialist Recruitment Services,Canberra ACT,$120 - $140 an hour,Demonstrated experience in designing solutions across a broad range of ICT infrastructure environment including both public and private cloud services;
7,Software Engineer,Clicks IT Recruitment,Canberra ACT,,"As a part of this role you will be responsible for evaluating technologies and designing and developing frameworks and components, for inclusion in our client's…"
8,Independent Support Coordinator - Yass NSW,Auscare Support,Yass NSW,$60 an hour,"All of the back office systems are cloud based.
Autonomous self-motivated Support Coordinator role;
Very flexible - choose your hours and days of work, HIGHLY…"
9,Gateway Engineer,Reliable Resourcing,Canberra ACT,,"Our client is a consulting firm based in Canberra.
They are looking for an experienced Gateway Engineer for a client in the Federal Government."
0,.Net Developer / Excellent Day Rates / Long Term Project,Skedaddle Recruitment Pty Ltd,Canberra ACT,$800 a day,"Skedaddle has partnered with a leading organisation in Canberra who are looking to add 3 x .
Net Developers to a large-scale Agile project."
1,Systems Engineer,Emanate Technology,Canberra ACT,,You will learn and grow your skills whilst also bringing your knowledge to the team to help improve and manage the infrastructure/cloud space.
2,Data Engineer,Experis,Canberra ACT,,"Knowledge of architecting and engineering cloud-based data solutions with the following products: AWS Redshift/RDS, S3, EC2, Lambda, EMR, Glue, DynamoDB,…"
3,Senior Developer,IT Alliance Australia,Canberra ACT,,"We are hiring Senior Developer (Web and Integration) for 1 Year+ contract role for our client in Canberra, Australia.
Cloud solutions e.g. AWS, Microsoft Azure."
4,Systems Engineer,Manvision,Canberra ACT,,"The role is broad, requiring the successful candidate to exhibit a range of skills and experience supporting modern, large and complex federal government…"
5,Solution Architect,Aurec Human Capital Group,Canberra ACT,,"Collaborate with analysts and developers to develop solution architecture for on premise, hybrid and distributed cloud systems."
6,Principal DevOps Engineer,Emanate Technology,Canberra ACT,,You’ll be responsible for developing and maintaining the cloud infrastructure that supports a number of applications.
7,Angular Developer,HiTech Personnel,Canberra ACT,,"Designing, implementing and negotiating infrastructure and software solutions that traverse the cloud environments.
Experience with Amazon Web Services."
8,System Architect,Experis,Canberra ACT,,"Comfortable with OS (Windows, Linux, Unix) and OS deployment in virtualised environments (VMware), infrastructure cloud (AWS, Azure), Docker, Kubernetes,."
9,Solution Architect,Chandler Macleod,Canberra ACT,,"Contribute to adopting DevOps, infrastructure as code, CI/CD pipelines, automation and cloud-native tools.
Demonstrated experience in developing solution using…"
0,Solutions Architect,Peoplebank,Canberra ACT,,"Collaborate with analysts and developers to develop solution architecture for on premise, hybrid and distributed cloud systems.
In this position, you will:"
1,Principal Engineer,Genesis IT&T Pty Ltd,Canberra ACT,,A leading and reputable global IT company is currently looking to hire an experienced Chief Engineer to be part of a high performing technical team providing…
2,Solution Architect,Aurec,Canberra ACT,,"Collaborate with analysts and developers to develop solution architecture for on premise, hybrid and distributed cloud systems."
3,Platform Engineer,Greythorn Specialist Technology Recruitment,Canberra ACT,,"Deep knowledge of cloud based SaaS, PaaS, IaaS, including AWS and/or Azure based, and traditional on premises infrastructure and software technologies."
4,Mid-Senior Full Stack Javascript Developer,Progressive People,Canberra ACT,"$110,000 - $130,000 a year","Proficient in using cloud platforms like AWS, Netlify, or Firebase.
Strong communication skills and heavily involved in a close-knit team."
5,Platform Engineer,Greythorn,Canberra ACT,,"Deep knowledge of cloud based SaaS, PaaS, IaaS, including AWS and/or Azure based, and traditional on premises infrastructure and software technologies."
6,Infrastructure Project Manager,Emanate Technology,Canberra ACT,,"Ideally you will have worked on cloud services and or virtualisation projects.
This is an excellent opportunity to really add value in a number of ways."
7,Senior Service Delivery Manager (SDM),Greythorn,Canberra ACT,,"Senior Service Delivery Manager (SDM).
6 months contract with 24 months of extension option.
You must have NV1 or above security clearance."
8,Network Engineer,HAYS,Canberra ACT,$120 an hour,"Experience in all aspects of communications infrastructure, internal and external, remote access, public and private clouds, WAN, LAN, and Internet gateways."
0,Solution Architect,face2face Recruitment,Canberra ACT,,"Demonstrated experience in developing solution using cloud services (including infrastructure) across AWS/Azure stack including but not limited to EC2/VM, VPCs…"
1,Business Analyst,HAYS,Canberra ACT,,"Business Analyst role working on internet based services including cloud architectures.
Demonstrated experience in the delivery of Internet-based services…"
2,ENTERPRISE / PRINCIPAL SOLUTIONS ARCHITECT,ASG Group,Canberra ACT,,"Strong understanding of enterprise IT infrastructure, software platforms and cloud environments.
ASG is a leading IT solutions provider with global reach."
3,Technical Business Analyst,Greythorn,Canberra ACT,,Experience may include one or more of knowledge of architecture and cloud-based data solutions; big data technologies; data warehousing solutions; analytics and…
4,ERP Integration and ABAP Technical Development Lead,HAYS,Canberra ACT,,"ERP Integration and ABAP Technical Development Lead required to join Government Department to deliver Solution.
B. Configuration of the GovERP solution;"
5,Solution Architect,Emanate Technology,Canberra ACT,,The right person will have a lead an organisation on a cloud journey previously and will feel that their experience will add value to the business units in…
6,Technical and Compute SME Role,MTP Services,Canberra ACT,,"The establishment, integration and governance of public cloud services.
Public cloud implementation experience (one or more of VMware, Microsoft, AWS)."
7,Principal Full-Stack Cloud Engineer,Hudson,Canberra ACT,,Hudson has an exciting opportunity with a private company for a Principal Full-Stack Cloud Engineer who will be responsible for developing and maintaining the…
8,Technical Solution Architect,Greythorn Specialist Technology Recruitment,Canberra ACT,,"Experience with a range of vendors and tools, and on premise and cloud infrastructure or services, including: AWS, Microsoft Azure, Adobe Campaign and…"
9,Lead Technical Consultant,HAYS,Canberra ACT,,"Experienced Leader to lead our great team of Infrastructure Consultants/Architects is now available.
This Global company offers management and consulting…"
0,Senior Network Engineer,HiTech Personnel,Canberra ACT,,"Demonstrated experience in all aspects of communications infrastructure, internal and external, remote access, public and private clouds, WAN, LAN, and Internet…"
1,Senior Test Analysts & Auto Testers,HiTech Personnel,Canberra ACT,,"Experience with testing automation/CICD in an AWS cloud environment.
Multiple positions x Long term contract.
A highly regarded Federal Government department in…"
2,Security Subject Matter Expert,Canberra Consulting,Canberra ACT,,We are seeking the experienced services of a Security Subject Matter Expert to join a highly reputable Federal Government Department.
3,Senior Service Delivery Manager (SDM),Greythorn Specialist Technology Recruitment,Canberra ACT,,The requirement is for a highly-organised dynamic professional to work in a fast paced environment in a Senior Service Delivery Management (SDM) role.
4,Principal Consultant - Analytics,Paxus,Canberra ACT,"$175,000 - $190,000 a year","Analytics, Big Data, BI, Machine Learning, Data Science and AI.
Our global IT consultancy client based in Canberra is looking for a Principal Consultant -…"
5,Senior Infrastructure Engineer,Canberra Consulting,Canberra ACT,,"Good knowledge of cloud security approaches and best practice.
Development and review of architecture documentation for cloud based solutions."
6,Java Developer,Hudson,Canberra ACT,,"Looking for experienced Java Developer.
12-months non-ongoing role.
Candidates need to be an Australian Citizen.
Develop code to company standard."
7,Infrastructure Consultant,Datacom,Canberra ACT,"$120,000 - $140,000 a year","Provides high value services to our customers ranging from Advisory to infrastructure services in our Technology Foundations group, through to Software…"
8,Technical Solution Architect,Greythorn,Canberra ACT,,"Experience with a range of vendors and tools, and on premise and cloud infrastructure or services, including: AWS, Microsoft Azure, Adobe Campaign and…"
9,Cyber Security Architect,Talent International,Canberra ACT,$140 - $160 an hour,"Cyber Security Architect for a large Government Department.
Looking for unique work as a Cyber Security Architect in a diverse and challenging role within a…"
0,Senior SharePoint Architect,Talent International,Canberra ACT,"$160,000 - $180,000 a year","Experience with cloud technologies and Microsoft office.
Australian citizenship and Security clearance required.
Exciting opportunity to join a Global company."
1,Senior Security Consultant,Shearwater,Canberra ACT,,"Minimum of 5 years in IT covering at least some of the following areas - public cloud infrastructure, cloud security, virtual networking, security architecture."
2,Automation Engineer,Datacom,Canberra ACT,"$100,000 - $120,000 a year","Here at Datacom we connect people and technology in order to solve challenges, create opportunities and discover new possibilities for the communities we live…"
3,Cyber Security Architect,MTP Services,Canberra ACT,,Experience developing modern multi-layered security architecture using various sets of technologies and utilising existing sets of frameworks across one or more…
5,Systems Engineer,Talent International,Canberra ACT,,"Experience using cloud technologies including Office 365, AWS and Azure.
In this role you will be responsible for working in a cloud environment to improve the …"
6,Senior Service Delivery Management Consultant,ARG Workforce,Canberra ACT,,"Contract until June 2020 + possible extensions.
Karlka Recruiting Group has partnered with a Federal Government Agency to engage an Senior Service Delivery…"
7,Senior Service Delivery Manager,Experis,Canberra ACT,,"Senior Service Delivery Manager (SDM).
6 months contract with 24 months of extension option.
You must have NV1 or above security clearance."
8,Cyber Security Advisor,HAYS,Canberra ACT,,"They have a major presence in the ACT, with numerous client engagements including cloud, wintel, and cyber security.
You will be responsible for:"
9,Senior Infrastructure Engineer,HiTech Personnel,Canberra ACT,,One of Australia's most reputable Federal Government Departments is looking to engage an Infrastructure Engineer to support the development of the department’s…
0,Systems Engineer,Datacom,Canberra ACT,"$120,000 - $130,000 a year","We are keen to hear of your problem-solving experience and your understanding of public cloud platforms.
Here at Datacom we connect people and technology in…"
1,Cyber Security Architect x4,ARG Workforce,Canberra ACT,,"Karlka Recruiting Group has partnered with a Federal Government Agency to engage 4 x Cyber Security Architect.
Deliver defined Security Architecture outcomes."
2,Senior Service Delivery Manager,face2face Recruitment,Canberra ACT,,"Contract until June 2020 and possible extension up to 24 months.
Our Federal Government client is seeking Senior Service Delivery Manager (SDM) would be…"
3,Technical Solution Architect,Experis,Canberra ACT,,"Experience with a range of vendors and tools, and on premise and cloud infrastructure or services, including: AWS, Microsoft Azure, Adobe Campaign and…"
4,Lead Consultant,Datacom,Canberra ACT,"$140,000 - $180,000 a year","Provides high value services to our customers ranging from Advisory to infrastructure services in our Technology Foundations group, through to Software…"
5,Senior Service Delivery Management Consultant,Hudson,Canberra ACT,,"Until 30 June 2020, with a 2 x 12 month extension options.
Hudson has an exciting opportunity for an experienced Senior Service Delivery Management (SDM)…"
6,Digital Solutions Architect,Datacom,Canberra ACT,"$150,000 - $160,000 a year","You’ll use your individual creativity to create and promote innovative solutions across the range of our IT Service offerings, which include, but aren’t limited…"
0,Angular Developer | Symonston ACT,Torch Professional Services,Symonston ACT,,"Design, implement and negotiate infrastructure and software solutions that traverse the cloud environments.
Develop robust, efficient and reliable software that…"
3,Linux Migrations engineer,Allura Partners,Canberra ACT,,"My client is looking for a Linux Migration Engineer with.
Become an expert on migration of government projects.
A solid background within Linux."
4,Senior API Test Analyst,Talent International,Canberra ACT,,"Ability to perform functional and integration testing in cloud hosted applications, APIs, Mobile Apps and Portal systems.
Looking for a Senior API Test Analyst!"
5,Senior API Test Analyst,MTP Services,Canberra ACT,,"MTP Services has an excellent opportunity for a highly experienced Senior API Test Analyst!
You will responsible for delivering quality testing activities and…"
6,Senior API Test Analyst,Emanate Technology,Canberra ACT,,"12-month contract with possible extensions.
A community focused mid-sized Federal Government Department is seeking the support of a skilled and experienced…"
7,Big Data Engineer (Hadoop),HAYS,Canberra ACT,,"Automation experience in private or public cloud, relevant qualifications and certifications.
Hadoop (Hortonworks) - Apache Kafka - Apache Spark - Data…"
9,Platform Engineer,Experis,Canberra ACT,,"Deep knowledge of cloud based SaaS, PaaS, IaaS, including AWS and/or Azure based, and traditional on premises infrastructure and software technologies."
5,Solution Architect,Chandler Macleod,,,"Contribute to adopting DevOps, infrastructure as code, CI/CD pipelines, automation and cloud-native tools.
Demonstrated experience in developing solution using…"
0,Lead Architect - ACT,Datacom,Canberra ACT,"$160,000 - $180,000 a year","You’ll use your individual creativity to create and promote innovative solutions across the range of our IT Service offerings, which include, but aren’t limited…"
1,"Technical Team Leader, Unix & Linux",Datacom,Canberra ACT,"$120,000 - $150,000 a year",You will have supported systems infrastructure and have experience administering virtualisation or cloud platforms.
2,Lead Architect - Contract,Datacom,Canberra ACT,"$200,000 a year","As a contract Architectural Lead, you’ll use your individual creativity to create and promote innovative solutions across the range of our IT Service offerings,…"
3,Principal Security Specialist,IT Alliance Australia,Canberra ACT,,"A cloud proficient security expert to conduct a review of our current security policies against PSPF & ISM compliance, undertake remediation of the policies and…"
4,Infrastructure Solutions Architect,Datacom,Canberra ACT,"$150,000 - $155,000 a year","You’ll use your individual creativity to create and promote innovative solutions across the range of our IT Service offerings, which include, but aren’t limited…"
5,Business Development Manager,Datacom,Canberra ACT,"$200,000 - $250,000 a year","Here at Datacom we connect people and technology in order to solve challenges, create opportunities and discover new possibilities for the communities we live…"
6,MS Platform / Solution Architect - Contract & PERM,Northbridge Recruitment,Canberra ACT,,"MS Platform / Solution Architect roles, EUC, Mobile Device Mngt, Azure, O365.
High Profile Service Management Program, Large Scale IT Environment."
7,Lead Cyber Security Architect,Clicks IT Recruitment,Canberra ACT,,"We are looking for Lead Cyber Security Architects for a Federal government client based in Canberra.
Australian Citizens are eligible to apply."
8,Security Architect,Zone IT Solutions,Canberra ACT,"$80,000 - $180,000 a year","We are looking for a number of Security Architects for a long term contract.
You will be part of a high visibility program based in Canberra."
9,Lead Security Architect,Ignite Specialist Recruitment Services,Harman ACT,,"I'm working with a large Federal Government department to find multiple Lead Security Architects.
This is an initial 12 month contract with 2 x 12 month…"
10,C++ Software Engineer - Multimedia Developer - Canberra,NCH Software,,,"In Canberra, our focus is on audio and video products, with additional teams working on business, graphics and cloud solutions.
Win32 API, Cocoa, iOS, Android."
11,Expressions of Interest – DevOps Engineer,Accenture,,,"Design and set-up AWS based cloud infrastructure (IaaS) to support project delivery, EC2, RDS, ALB, Lambda, CloudWatch, containerisation (fargate), Elasticache …"
12,Test Case Manager,Glasshouse Recruitment,,$110 - $122 an hour,"Salary: $110.00 to $122.00 /hour.
Ability to obtain baseline clearance.
Job Types: Full-time, Contract.
Application closing date: Sunday 23 February 2020 at 6pm…"
13,Lead Network Security Engineer,Verizon,,,"Engaging with business and technical teams as the advisory gap to implement good cloud security principals and best practice.
What you’ll be doing..."
0,Business Intelligence Analyst - Compliance,ACT Government,Canberra ACT,"$85,394 - $97,732 a year","Classification: Administrative Services Officer Class 6.
Salary: $85,394 - $97,732 plus superannuation.
Directorate: Chief Minister, Treasury and Economic…"
1,APS 2 - ACT - Casual and Non-Ongoing Assistant Border Force Officer Register 2019/2020,Department of Home Affairs,Canberra ACT,"$55,487 a year","This includes work undertaken outside of standard business hours.
This includes work within standard business hours, work after hours, on weekends, and/or on…"
2,Finance Business Analyst,Geoscience Australia,Canberra ACT,"$84,503 - $97,816 a year","In consultation with their manager and the Chief Finance Officer, the Finance Business Analyst is responsible for planning and implementing projects to improve…"
3,Canberra 2021 Graduate Program,EY,Canberra ACT,,"Here at EY, you’ll focus your intelligence and imagination on the most crucial, complex issues facing business, government, and society today."
4,Health Professional Level 4 - Quality Safety Business Partner,ACT Government Health,Canberra ACT,"$107,475 - $115,687 a year","Working as a member of the Quality Improvement Team, the business partner will provide day to day support to the allocated division for patient safety, clinical…"
5,2021 Accenture Australia Graduate Roles,Accenture,Canberra ACT,,"Deliver breakthrough business outcomes for clients—by harnessing talent, data and intelligence.
Shape the future of business and technology by developing…"
6,Data Warehouse and Business Intelligence Specialist,Synergy,Barton ACT,,"Data warehouse and business intelligence application support.
Data warehousing, business intelligence and data analytics;"
7,Business Intelligence Reporting Analysts,IT Alliance Australia,Canberra ACT,,"Design, develop and maintain business intelligence solutions.
Translate business needs and technical specifications.
Experience with SQL for data analytics."
8,Business Analyst (NV2),BAE Systems Applied Intelligence,Canberra ACT,,We are looking for Business Analysts and Lead Business Analysts to work across our Government and National Security Sector with solid business experience to…
9,BICON Rules Engineer,Department of Agriculture & Water Resources,Canberra ACT,"$73,299 - $80,410 a year","Biosecurity Plant Division provides a contemporary, responsive, sustainable, intelligence-led and science-based plant biosecurity system that protects Australia…"
0,Business Intelligence Consultant - OBIEE/ODI,Total Resource Solutions,Canberra ACT,$130 an hour,"Strong business analysis skills and the ability to work with all levels of business users.
Minimum of 5 years' experience of business intelligence, financial…"
1,Data Analyst,ACT Government,Canberra ACT,"$79,253 - $83,888 a year","We are looking for a talented, capable and driven individual to play a key role to assist in transforming our approach to compliance as we leverage the enhanced…"
2,Canberra Vacationer Program 2020-2021,EY,Canberra ACT,,"Here at EY, you’ll focus your intelligence and imagination on the most crucial, complex issues facing business, government, and society today."
3,Business Intelligence Developer,HAYS,Canberra ACT,,As the Business Intelligence Developer within the team you will be extracting data from multiple different source systems to supply data to the business…
4,"ICT Business Analyst, Canberra ACT",Infopeople,Canberra ACT,$145 - $150 an hour,As the Business Analyst you will require a strong understanding of business processes as well as the ability to apply your experience to produce relevant and…
5,GAZ - APS5 - ACT - Border Force Officer,Department of Home Affairs,Canberra ACT,"$78,043 a year","A response will be sent during business hours.
The Branch supports departmental officers to uphold domestic and international obligations with respect to…"
6,Associate Solutions Engineer (Full Time) - Australia,Cisco Systems,Canberra ACT,,"We embrace digital, and help our customers implement change in their digital businesses.
As a successful Associate Sales Engineer (ASE), you’ll expand your…"
7,Delivery Consultant,Dynatrace,Canberra ACT,,"Ensure effective monitoring of critical business applications at customer sites.
Dynatrace provides software intelligence to simplify enterprise cloud…"
8,Project Officer,Australian National University,Canberra ACT,,"Our academics and students are engaged in ground-breaking, cutting-edge research, in exciting areas such as renewable energy, robotics, telecommunications,…"
9,Beauty Therapists - Canberra Stores - David Jones,David Jones,Canberra ACT,,"Initiative with the ability to motivate and adapt to changing business requirements.
Be representative of the brand, holding a professional stance and high…"
1,"Technical Business Analyst, Digtal Delta",KPMG,Canberra ACT,,"Experience working within complex business environments across a range of industries and sectors.
You will utilize your design, analytical and problem solving…"
2,GAZ - APS5 - ACT - Senior Border Force Officer,Department of Home Affairs,Canberra ACT,"$78,043 a year","A response will be sent during business hours.
Assess and coordinate responses to border threats, including use of intelligence data, and trace and substance…"
3,Canberra Management Consulting Talent Community,KPMG,Canberra ACT,,We provide clear and practical advice in order to help our clients meet the challenges of an increasingly complex business environment.
4,APS5 - BICON Rules Engineer,Australian Department of the Environment,Canberra ACT,"$73,299 - $80,410 a year","Biosecurity Plant Division provides a contemporary, responsive, sustainable, intelligence-led and science-based plant biosecurity system that protects Australia…"
5,Head of Government Business,Isentia,Canberra ACT,,"Actively seek and communicate market intelligence back to the business.
Isentia is the Asia-Pacific region's leading media intelligence company; we're a client…"
6,Data Engineer,Capgemini Australia,Canberra ACT,,"Capgemini is driven by the conviction that the business value of technology comes from and through people.
A global leader in consulting, technology services…"
7,"Data Engineer, Canberra",EY,Canberra ACT,,"Ability to lead a team and collaborate with other business units.
Actively participate and lead sales pursuits and business development opportunities for wider…"
8,"GAZ - APS4 - ACT/NSW/VIC/SA - Data Analysts, Data Scientists and Data Engineers",Department of Home Affairs,Canberra ACT,"$71,667 a year","A response will be sent during business hours.
You will develop analytical products to support business lines across the portfolio, including Visa Programme…"
9,GAZ - APS6 - ACT - Finance Officer,Department of Home Affairs,Canberra ACT,"$93,112 a year",Experience with the use of financial information management systems (i.e. SAP) and business intelligence reporting modules (i.e. TM1) and.
10,Research Services Coordinator,Australian National University,Canberra ACT,,"Our academics and students are engaged in ground-breaking, cutting-edge research, in exciting areas such as renewable energy, robotics, telecommunications,…"
2,Graduate Project Coordinator,Leidos,Canberra ACT,,"We are Australia’s largest commercial supplier of intelligence services to the Australian Government, so not only is it interesting work, but we also help to…"
3,GAZ - EL1 - ACT - DB2 Mainframe Specialist,Department of Home Affairs,Canberra ACT,"$116,582 a year","A response will be sent during business hours.
The Mainframe Midrange Database Section provides solution design, support and management of the Department's:…"
4,Systems Administrator,Leidos,Canberra ACT,,"Work with the respective business technology groups to administer, support and manage existing infrastructure deployments & functions."
5,ILS Practitioners,Downer Group,Canberra ACT,,"A growing business where opportunities are favourable.
As a member of a strong-team based culture, the candidate would likely work across a broad range of…"
6,Business Development Lead Space Australia,Lockheed Martin Australia,Barton ACT,,"Execute Lockheed Martin business capture management processes.
Manage the initial establishment and execution of business opportunities for Space."
7,Reporting Analyst,Fujitsu,Canberra ACT,,"As a member of the reporting team your expertise will contribute to the delivery of reporting products and services for Fujitsu’s customers, this includes…"
8,Bid & Tender Coordinator,Isentia,Canberra ACT,,Isentia is the Asia Pacific’s leading media intelligence and insights company providing services to the world’s biggest brands and organisations.
9,GAZ - EL1 - ACT - Assistant Director - Integrity and Professional Standards,Department of Home Affairs,Canberra ACT,"$116,582 a year","A response will be sent during business hours.
Provide a detection, assessment and decision-support capability through an integrity intelligence function."
10,APS5 Internal Investigations Officer,SOS Recruitment Australia,Canberra ACT,$45.74 an hour,"Implementing and maintaining a robust and intelligence-led integrity strategy.
Reporting and refining business policies and procedures on staff integrity…"
11,Federal Government Policy Lead,AWS Australia Pty Ltd,Canberra ACT,,"Work collaboratively and transparently with AWS business units, in particular the AWS Public Sector team, to ensure alignment between core business priorities,…"
0,"Data Engineer, Digital Delta",KPMG,Canberra ACT,,"Ensure systems meet business requirements and industry practices.
Assess new and existing data sources on their applicability to address the business issue."
1,Technology Consultant,Accenture,Canberra ACT,,"Proven ability to work creatively and analytically in a client business issue solving environment.
Combining unmatched experience and specialized skills across…"
2,Spatial Data and Information Manager,ACT Government,Canberra ACT,"$85,394 - $97,732 a year","This position supports the ACT Parks and Conservation Service (PCS) with asset, data and program management, geospatial planning and analysis, and provides…"
3,Business Analyst,Chandler Macleod,Canberra ACT,,For over 40 years Chandler Macleod's recruitment business has connected leading-edge projects and employers with outstanding business professionals.
4,Senior Procurement Specialist,Seeing Machines,Canberra ACT,,"Our Supply Chain team collaborates with all business units, supporting and advising their strategic and operational decision-making that drive better business…"
5,Engagement Manager,Teradata,Canberra ACT,,"Experience identifying key business opportunities and initiatives, solutions and overall strategy for meeting business objectives."
6,Consulting Leader - Cognitive Enterprise - Canberra,IBM,Forrest ACT,,"Strong communication skills and business acumen, including demonstrated ability to present complex ideas to business stakeholders in a compelling way."
7,Project Coordinator,Leidos,Canberra ACT,,"Leidos is a global science and technology solutions leader working to solve the world's toughest challenges in government, defence, intelligence, border…"
8,Senior Consultant - Tech Advisory,KPMG,Canberra ACT,,"Strategy development (business and/or technology).
Play a pivotal role in leading and supporting clients to navigate their way through the end-to-end business,…"
9,"Platform Engineer, Digital Delta",KPMG,Canberra ACT,,"Develop and deploy new and complex solutions to clients in response to varying business requirements or desired business outcomes.
We work with clients to:"
0,GAZ - APS6 - ACT - Border Force Supervisor,Department of Home Affairs,Canberra ACT,"$93,112 a year","A response will be sent during business hours.
Shows drive and initiative to implement and coordinate new business processes to address issues and achieve…"
1,Senior Business Intelligence Consultant,Datacom,Canberra ACT,"$120,000 - $140,000 a year","5 years’ business intelligence experience.
Skills in business intelligence tools (i.e. Alteryx, Tableau, Qlik and MS Power BI).
Why you want to join us."
2,Data Management Specialist,Leidos,Canberra ACT,,"Our IT Projects and Intelligence business has an opportunity for a Data Management Specialist.
We’re growing fast and are building a business that is focused…"
3,Commercial/Probity - Lawyer,Maddocks,Canberra ACT,,"High level of emotional intelligence.
We are a proudly independent Australian law firm that works closely with corporations, businesses and governments…"
4,Senior ETL Developer,SoftLabs Pty Ltd,Canberra ACT,$100 - $150 an hour,"Experience with data visualization and business intelligence software (e.g. Power BI).
Collaboration and communication with third party vendors, analysts,…"
5,GAZ - EL1 - ACT - Application Build Technical Specialist,Department of Home Affairs,Canberra ACT,"$116,582 a year","A response will be sent during business hours.
Integration software and appliances supporting the Department's intelligence, risk, border protection, biometric…"
6,Technical Delivery Lead - Data Analytics - Canberra,EY,Canberra ACT,,"Collaborate with solution design and business requirements teams to identify data requirements and influence project artefacts.
Ideally, you’ll also have."
7,SAP S/4 HANA Solution Consultant – Application Architect,IBM,Forrest ACT,,"IBMers believe that the application of intelligence, reason and science can improve business, society and the human condition.
What about all of these?"
8,Consultant/Senior Consultant,GRA,Canberra ACT,"$75,000 - $95,000 a year","An exciting opportunity to help GRA build its new Canberra-based capability, this new role will see you working on a range of Government and Commercial…"
9,SQL Server,Human Capital Management Australia,Canberra ACT,,"Experience with data visualization and business intelligence software (e.g. Power BI).
The IT Project teams are small resource groups working closely with…"
0,Manager - Tech Advisory,KPMG,Canberra ACT,,"Strategy development (business and/or technology).
Play a pivotal role in leading and supporting clients to navigate their way through the end-to-end business,…"
1,SAP BW/4 HANA Consultant - BW Developer/Designer,UXC Oxygen,Canberra ACT,,"We would like you to have a solid SAP business warehouse/business intelligence background with at least 5+ full implementations, ideally in a large government…"
2,Cyber Security Analyst,Leidos,Canberra ACT,,Leidos Australia is the largest commercial supplier of intelligence services to the Australian Government and provides a number of critical systems integration…
3,Enterprise Operations Centre - Duty Manager,Leidos,Canberra ACT,,Leidos Australia is the largest commercial supplier of intelligence services to the Australian Government and provides a number of critical systems integration…
4,Business / Data Analyst,HAYS,Canberra ACT,,"The Technical Business Analyst will be responsible for delivery of the business intelligence function.
Responsibilities will include assisting business areas to…"
5,Technical Solution Architect - Digital Delta,KPMG,Canberra ACT,,Deliver new and complex Digital Delta solutions to clients in response to varying business requirements or desired business outcomes.
6,APS5 Administration Support,HAYS,Canberra ACT,$50 - $55 an hour,"The planning, management and performance of business support,.
This well-known Government Department provides intelligence advice to assist in dealing with…"
7,Integration Architect - Hybrid Integration,IBM,Forrest ACT,,"IBMers believe that the application of intelligence, reason and science can improve business, society and the human condition.
Must be an Australian citizen."
8,Project Manager,BAE Systems Applied Intelligence,Canberra ACT,,The changing nature of our business means that we’re constantly looking for the brightest talent to help us fulfil our ambitions.
9,Senior Consultant - Canberra,Altis,Canberra ACT,,"Ability to work closely with business users to design powerful visualisations and business intelligence reporting solutions.
Who are we looking for?"
0,Solution Architect (NV2),BAE Systems Applied Intelligence,Canberra ACT,,"Add technical value and solution guidance to business winning activities.
We use our intelligence-led insights to help defend Governments, Nations and Societies…"
1,GAZ - APS6 - ACT - Mainframe Technical Specialist,Department of Home Affairs,Canberra ACT,"$93,112 a year","A response will be sent during business hours.
These components support business operations in Australia and overseas.
About the Department of Home Affairs:"
2,GAZ - EL1 - ACT/NSW/VIC/SA - Senior Data Scientists and Data Science Managers,Department of Home Affairs,Canberra ACT,"$116,582 a year",Build prescriptive analytics models to calculate expected business outcomes that support decision recommendations or decision automation and optimise business…
3,EL 2 - Information Security Directors,Australian Government Department of Defence,Canberra ACT,"$118,376 - $142,087 a year",Australian Signals Directorate (ASD) is an Australian Government intelligence and security agency and we are looking for a range of leaders to work in the…
4,Data Warehouse Modeller,Human Capital Management Australia,Canberra ACT,,"A) developing data models to meet specified business requirements that will allow future integration with other reporting products.
Whats in it for you ?"
5,"Territory Manager, Advanced Surgical Technologies (Canberra, ACT)",Medtronic,Canberra ACT,,"Sources of intelligence will include customers, competitors, suppliers and anyone else affected by its range of products.
A Day in the Life."
6,Data Analyst,Ignite Specialist Recruitment Services,Canberra ACT,$100 - $130 an hour,"A proven track record in business intelligence, business analysis and data architecture, influencing BI projects and working with other team members across the…"
7,Network Security Operations Engineer,Leidos,Canberra ACT,,"Provide feedback to team leadership to improve existing solutions so they better meet the business’ needs.
Leidos is a global science and technology solutions…"
